1737-80,0,,(2) C,WIN,
ECON,(C.I.,20,),IT =,
,,,,,
ALT,ISA,WEIGHT,MACH,FF/ENG,TAS
M,DEG C,KG,,KG/HR D,KTS
,,,,,
900,20,64500,0.541,1853.7,366
900,20,65000,0.541,1855.7,366
900,20,65500,0.541,1857.7,366
900,20,66000,0.541,1859.8,366
900,20,66500,0.541,1861.9,366
900,20,67000,0.541,1864,366
900,20,67500,0.541,1866.2,366
900,20,68000,0.541,1868.4,366
900,20,68500,0.541,1870.6,366
900,20,69000,0.541,1872.9,366
900,20,69500,0.541,1875.2,366
900,20,70000,0.541,1877.4,366
900,20,70500,0.541,1879.7,366
900,20,71000,0.541,1882,366
900,20,71500,0.541,1884.3,366
900,20,72000,0.541,1886.5,366
900,20,72500,0.541,1888.8,366
900,20,73000,0.541,1891,366
900,20,73500,0.541,1893.3,366
900,20,74000,0.541,1895.6,366
900,20,74500,0.541,1897.9,366
900,20,75000,0.541,1900.3,366
1200,-10,55000,0.55,1684,352
1200,-10,55500,0.55,1684.7,352
1200,-10,56000,0.55,1685.6,352
1200,-10,56500,0.55,1686.4,352
1200,-10,57000,0.55,1687.4,352
1200,-10,57500,0.55,1688.4,352
1200,-10,58000,0.55,1689.5,352
1200,-10,58500,0.55,1690.6,352
1200,-10,59000,0.55,1691.9,352
1200,-10,59500,0.55,1693.2,352
1200,-10,60000,0.55,1694.6,352
1200,-10,60500,0.55,1696.2,352
1200,-10,61000,0.55,1697.8,352
1200,-10,61500,0.55,1699.5,352
1200,-10,62000,0.55,1701.2,352
1200,-10,62500,0.55,1703,352
1200,-10,63000,0.55,1704.8,352
1200,-10,63500,0.55,1706.7,352
1200,-10,64000,0.55,1708.5,352
1200,-10,64500,0.55,1710.4,352
1200,-10,65000,0.55,1712.3,352
1200,-10,65500,0.55,1714.3,352
1200,-10,66000,0.55,1716.3,352
1200,-10,66500,0.55,1718.3,352
1200,-10,67000,0.55,1720.3,352
1200,-10,67500,0.55,1722.4,352
1200,-10,68000,0.55,1724.6,352
1200,-10,68500,0.55,1726.7,352
1200,-10,69000,0.55,1728.8,352
1200,-10,69500,0.55,1731,352
1200,-10,70000,0.55,1733.2,352
1200,-10,70500,0.55,1735.3,352
1200,-10,71000,0.55,1737.5,352
1200,-10,71500,0.55,1739.7,352
1200,-10,72000,0.55,1741.8,352
1200,-10,72500,0.55,1743.9,352
1200,-10,73000,0.55,1746,352
1200,-10,73500,0.55,1748.2,352
1200,-10,74000,0.55,1750.4,352
1200,-10,74500,0.55,1752.6,352
1200,-10,75000,0.55,1754.8,352
1200,0,55000,0.55,1729.3,359
1200,0,55500,0.55,1730.1,359
1200,0,56000,0.55,1731,359
1200,0,56500,0.55,1731.9,359
1200,0,57000,0.55,1732.9,359
1200,0,57500,0.55,1733.9,359
1200,0,58000,0.55,1735,359
1200,0,58500,0.55,1736.2,359
1200,0,59000,0.55,1737.5,359
1200,0,59500,0.55,1738.8,359
1200,0,60000,0.55,1740.3,359
1200,0,60500,0.55,1741.9,359
1200,0,61000,0.55,1743.5,359
1200,0,61500,0.55,1745.3,359
1200,0,62000,0.55,1747,359
1200,0,62500,0.55,1748.9,359
1200,0,63000,0.55,1750.8,359
1200,0,63500,0.55,1752.7,359
1200,0,64000,0.55,1754.6,359
1200,0,64500,0.55,1756.5,359
1200,0,65000,0.55,1758.5,359
1200,0,65500,0.55,1760.5,359
1200,0,66000,0.55,1762.5,359
1200,0,66500,0.55,1764.6,359
1200,0,67000,0.55,1766.7,359
1200,0,67500,0.55,1768.9,359
1200,0,68000,0.55,1771,359
1200,0,68500,0.55,1773.2,359
1200,0,69000,0.55,1775.4,359
1200,0,69500,0.55,1777.6,359
1200,0,70000,0.55,1779.9,359
1200,0,70500,0.55,1782.1,359
1200,0,71000,0.55,1784.3,359
1200,0,71500,0.55,1786.5,359
1200,0,72000,0.55,1788.7,359
1200,0,72500,0.55,1790.9,359
1200,0,73000,0.55,1793.1,359
1200,0,73500,0.55,1795.3,359
1200,0,74000,0.55,1797.5,359
1200,0,74500,0.55,1799.7,359
1200,0,75000,0.55,1802.1,359
1200,10,55000,0.55,1774.3,365
1200,10,55500,0.55,1775.1,365
1200,10,56000,0.55,1776,365
1200,10,56500,0.55,1776.9,365
1200,10,57000,0.55,1777.9,365
1200,10,57500,0.55,1778.9,365
1200,10,58000,0.55,1780.1,365
1200,10,58500,0.55,1781.3,365
1200,10,59000,0.55,1782.6,365
1200,10,59500,0.55,1784,365
1200,10,60000,0.55,1785.5,365
1200,10,60500,0.55,1787.1,365
1200,10,61000,0.55,1788.8,365
1200,10,61500,0.55,1790.6,365
1200,10,62000,0.55,1792.4,365
1200,10,62500,0.55,1794.3,365
1200,10,63000,0.55,1796.2,365
1200,10,63500,0.55,1798.2,365
1200,10,64000,0.55,1800.2,365
1200,10,64500,0.55,1802.2,365
1200,10,65000,0.55,1804.2,365
1200,10,65500,0.55,1806.2,365
1200,10,66000,0.55,1808.3,365
1200,10,66500,0.55,1810.4,365
1200,10,67000,0.55,1812.6,365
1200,10,67500,0.55,1814.8,365
1200,10,68000,0.55,1817,365
1200,10,68500,0.55,1819.2,365
1200,10,69000,0.55,1821.5,365
1200,10,69500,0.55,1823.8,365
1200,10,70000,0.55,1826.1,365
1200,10,70500,0.55,1828.3,365
1200,10,71000,0.55,1830.6,365
1200,10,71500,0.55,1832.9,365
1200,10,72000,0.55,1835.1,365
1200,10,72500,0.55,1837.3,365
1200,10,73000,0.55,1839.6,365
1200,10,73500,0.55,1841.8,365
1200,10,74000,0.55,1844.1,365
1200,10,74500,0.55,1846.4,365
1200,10,75000,0.55,1848.8,365
1200,15,55000,0.55,1796.5,368
1200,15,55500,0.55,1797.4,368
1200,15,56000,0.55,1798.3,368
1200,15,56500,0.55,1799.2,368
1200,15,57000,0.55,1800.2,368
1200,15,57500,0.55,1801.3,368
1200,15,58000,0.55,1802.4,368
1200,15,58500,0.55,1803.7,368
1200,15,59000,0.55,1805,368
1200,15,59500,0.55,1806.4,368
1200,15,60000,0.55,1807.9,368
1200,15,60500,0.55,1809.6,368
1200,15,61000,0.55,1811.3,368
1200,15,61500,0.55,1813.1,368
1200,15,62000,0.55,1814.9,368
1200,15,62500,0.55,1816.8,368
1200,15,63000,0.55,1818.8,368
1200,15,63500,0.55,1820.8,368
1200,15,64000,0.55,1822.8,368
1200,15,64500,0.55,1824.8,368
1200,15,65000,0.55,1826.8,368
1200,15,65500,0.55,1828.9,368
1200,15,66000,0.55,1831,368
1200,15,66500,0.55,1833.1,368
1200,15,67000,0.55,1835.3,368
1200,15,67500,0.55,1837.5,368
1200,15,68000,0.55,1839.8,368
1200,15,68500,0.55,1842.1,368
1200,15,69000,0.55,1844.4,368
1200,15,69500,0.55,1846.7,368
1200,15,70000,0.55,1849,368
1200,15,70500,0.55,1851.3,368
1200,15,71000,0.55,1853.6,368
1200,15,71500,0.55,1855.9,368
1200,15,72000,0.55,1858.1,368
1200,15,72500,0.55,1860.4,368
1200,15,73000,0.55,1862.6,368
1200,15,73500,0.55,1864.9,368
1200,15,74000,0.55,1867.2,368
1200,15,74500,0.55,1869.6,368
1200,15,75000,0.55,1872,368
1200,20,55000,0.55,1818.7,371
1200,20,55500,0.55,1819.6,371
1200,20,56000,0.55,1820.5,371
1200,20,56500,0.55,1821.4,371
1200,20,57000,0.55,1822.4,371
1200,20,57500,0.55,1823.5,371
1200,20,58000,0.55,1824.7,371
1200,20,58500,0.55,1825.9,371
1200,20,59000,0.55,1827.3,371
1200,20,59500,0.55,1828.7,371
1200,20,60000,0.55,1830.3,371
1200,20,60500,0.55,1831.9,371
1200,20,61000,0.55,1833.6,371
1200,20,61500,0.55,1835.4,371
1200,20,62000,0.55,1837.3,371
1200,20,62500,0.55,1839.2,371
1200,20,63000,0.55,1841.2,371
1200,20,63500,0.55,1843.2,371
1200,20,64000,0.55,1845.2,371
1200,20,64500,0.55,1847.3,371
1200,20,65000,0.55,1849.3,371
1200,20,65500,0.55,1851.4,371
1200,20,66000,0.55,1853.6,371
1200,20,66500,0.55,1855.7,371
1200,20,67000,0.55,1858,371
1200,20,67500,0.55,1860.2,371
1200,20,68000,0.55,1862.5,371
1200,20,68500,0.55,1864.8,371
1200,20,69000,0.55,1867.1,371
1200,20,69500,0.55,1869.4,371
1200,20,70000,0.55,1871.8,371
1200,20,70500,0.55,1874.1,371
1200,20,71000,0.55,1876.4,371
1200,20,71500,0.55,1878.7,371
1200,20,72000,0.55,1881,371
1200,20,72500,0.55,1883.3,371
1200,20,73000,0.55,1885.6,371
1200,20,73500,0.55,1887.9,371
1200,20,74000,0.55,1890.2,371
1200,20,74500,0.55,1892.6,371
1200,20,75000,0.55,1895,371
1500,-10,55000,0.559,1677.1,357
1500,-10,55500,0.559,1677.9,357
1500,-10,56000,0.559,1678.8,357
1500,-10,56500,0.559,1679.7,357
1500,-10,57000,0.559,1680.7,357
1500,-10,57500,0.559,1681.8,357
1500,-10,58000,0.559,1683,357
1500,-10,58500,0.559,1684.2,357
1500,-10,59000,0.559,1685.5,357
1500,-10,59500,0.559,1687,357
1500,-10,60000,0.559,1688.5,357
1500,-10,60500,0.559,1690.1,357
1500,-10,61000,0.559,1691.8,357
1500,-10,61500,0.559,1693.5,357
1500,-10,62000,0.559,1695.3,357
1500,-10,62500,0.559,1697.1,357
1500,-10,63000,0.559,1699,357
1500,-10,63500,0.559,1700.9,357
1500,-10,64000,0.559,1702.8,357
1500,-10,64500,0.559,1704.8,357
1500,-10,65000,0.559,1706.7,357
1500,-10,65500,0.559,1708.7,357
1500,-10,66000,0.559,1710.8,357
1500,-10,66500,0.559,1712.8,357
1500,-10,67000,0.559,1715,357
1500,-10,67500,0.559,1717.1,357
1500,-10,68000,0.559,1719.3,357
1500,-10,68500,0.559,1721.4,357
1500,-10,69000,0.559,1723.6,357
1500,-10,69500,0.559,1725.8,357
1500,-10,70000,0.559,1728,357
1500,-10,70500,0.559,1730.2,357
1500,-10,71000,0.559,1732.4,357
1500,-10,71500,0.559,1734.6,357
1500,-10,72000,0.559,1736.8,357
1500,-10,72500,0.559,1738.9,357
1500,-10,73000,0.559,1741.1,357
1500,-10,73500,0.559,1743.3,357
1500,-10,74000,0.559,1745.5,357
1500,-10,74500,0.559,1747.7,357
1500,-10,75000,0.559,1750,357
1500,0,55000,0.559,1722.9,364
1500,0,55500,0.559,1723.7,364
1500,0,56000,0.559,1724.6,364
1500,0,56500,0.559,1725.6,364
1500,0,57000,0.559,1726.6,364
1500,0,57500,0.559,1727.7,364
1500,0,58000,0.559,1728.9,364
1500,0,58500,0.559,1730.2,364
1500,0,59000,0.559,1731.6,364
1500,0,59500,0.559,1733,364
1500,0,60000,0.559,1734.6,364
1500,0,60500,0.559,1736.2,364
1500,0,61000,0.559,1737.9,364
1500,0,61500,0.559,1739.7,364
1500,0,62000,0.559,1741.6,364
1500,0,62500,0.559,1743.4,364
1500,0,63000,0.559,1745.4,364
1500,0,63500,0.559,1747.3,364
1500,0,64000,0.559,1749.3,364
1500,0,64500,0.559,1751.3,364
1500,0,65000,0.559,1753.3,364
1500,0,65500,0.559,1755.3,364
1500,0,66000,0.559,1757.4,364
1500,0,66500,0.559,1759.6,364
1500,0,67000,0.559,1761.7,364
1500,0,67500,0.559,1763.9,364
1500,0,68000,0.559,1766.1,364
1500,0,68500,0.559,1768.4,364
1500,0,69000,0.559,1770.6,364
1500,0,69500,0.559,1772.9,364
1500,0,70000,0.559,1775.1,364
1500,0,70500,0.559,1777.4,364
1500,0,71000,0.559,1779.6,364
1500,0,71500,0.559,1781.9,364
1500,0,72000,0.559,1784.1,364
1500,0,72500,0.559,1786.3,364
1500,0,73000,0.559,1788.5,364
1500,0,73500,0.559,1790.7,364
1500,0,74000,0.559,1793,364
1500,0,74500,0.559,1795.3,364
1500,0,75000,0.559,1797.7,364
1500,10,55000,0.559,1768.2,370
1500,10,55500,0.559,1769.1,370
1500,10,56000,0.559,1770,370
1500,10,56500,0.559,1771,370
1500,10,57000,0.559,1772,370
1500,10,57500,0.559,1773.2,370
1500,10,58000,0.559,1774.4,370
1500,10,58500,0.559,1775.7,370
1500,10,59000,0.559,1777.1,370
1500,10,59500,0.559,1778.6,370
1500,10,60000,0.559,1780.2,370
1500,10,60500,0.559,1781.8,370
1500,10,61000,0.559,1783.6,370
1500,10,61500,0.559,1785.4,370
1500,10,62000,0.559,1787.3,370
1500,10,62500,0.559,1789.3,370
1500,10,63000,0.559,1791.2,370
1500,10,63500,0.559,1793.2,370
1500,10,64000,0.559,1795.3,370
1500,10,64500,0.559,1797.3,370
1500,10,65000,0.559,1799.3,370
1500,10,65500,0.559,1801.4,370
1500,10,66000,0.559,1803.6,370
1500,10,66500,0.559,1805.8,370
1500,10,67000,0.559,1808,370
1500,10,67500,0.559,1810.2,370
1500,10,68000,0.559,1812.5,370
1500,10,68500,0.559,1814.8,370
1500,10,69000,0.559,1817.1,370
1500,10,69500,0.559,1819.4,370
1500,10,70000,0.559,1821.7,370
1500,10,70500,0.559,1824,370
1500,10,71000,0.559,1826.3,370
1500,10,71500,0.559,1828.6,370
1500,10,72000,0.559,1830.8,370
1500,10,72500,0.559,1833.1,370
1500,10,73000,0.559,1835.4,370
1500,10,73500,0.559,1837.7,370
1500,10,74000,0.559,1840,370
1500,10,74500,0.559,1842.3,370
1500,10,75000,0.559,1844.8,370
1500,15,55000,0.559,1790.7,373
1500,15,55500,0.559,1791.5,373
1500,15,56000,0.559,1792.5,373
1500,15,56500,0.559,1793.5,373
1500,15,57000,0.559,1794.6,373
1500,15,57500,0.559,1795.7,373
1500,15,58000,0.559,1796.9,373
1500,15,58500,0.559,1798.3,373
1500,15,59000,0.559,1799.7,373
1500,15,59500,0.559,1801.2,373
1500,15,60000,0.559,1802.8,373
1500,15,60500,0.559,1804.5,373
1500,15,61000,0.559,1806.3,373
1500,15,61500,0.559,1808.1,373
1500,15,62000,0.559,1810,373
1500,15,62500,0.559,1812,373
1500,15,63000,0.559,1814,373
1500,15,63500,0.559,1816,373
1500,15,64000,0.559,1818.1,373
1500,15,64500,0.559,1820.1,373
1500,15,65000,0.559,1822.2,373
1500,15,65500,0.559,1824.3,373
1500,15,66000,0.559,1826.5,373
1500,15,66500,0.559,1828.7,373
1500,15,67000,0.559,1830.9,373
1500,15,67500,0.559,1833.2,373
1500,15,68000,0.559,1835.5,373
1500,15,68500,0.559,1837.8,373
1500,15,69000,0.559,1840.1,373
1500,15,69500,0.559,1842.5,373
1500,15,70000,0.559,1844.8,373
1500,15,70500,0.559,1847.1,373
1500,15,71000,0.559,1849.5,373
1500,15,71500,0.559,1851.8,373
1500,15,72000,0.559,1854,373
1500,15,72500,0.559,1856.3,373
1500,15,73000,0.559,1858.6,373
1500,15,73500,0.559,1860.9,373
1500,15,74000,0.559,1863.3,373
1500,15,74500,0.559,1865.7,373
1500,15,75000,0.559,1868.1,373
1500,20,55000,0.559,1813,376
1500,20,55500,0.559,1813.9,376
1500,20,56000,0.559,1814.9,376
1500,20,56500,0.559,1815.9,376
1500,20,57000,0.559,1817,376
1500,20,57500,0.559,1818.1,376
1500,20,58000,0.559,1819.4,376
1500,20,58500,0.559,1820.7,376
1500,20,59000,0.559,1822.1,376
1500,20,59500,0.559,1823.7,376
1500,20,60000,0.559,1825.3,376
1500,20,60500,0.559,1827,376
1500,20,61000,0.559,1828.8,376
1500,20,61500,0.559,1830.7,376
1500,20,62000,0.559,1832.6,376
1500,20,62500,0.559,1834.6,376
1500,20,63000,0.559,1836.6,376
1500,20,63500,0.559,1838.7,376
1500,20,64000,0.559,1840.7,376
1500,20,64500,0.559,1842.8,376
1500,20,65000,0.559,1844.9,376
1500,20,65500,0.559,1847.1,376
1500,20,66000,0.559,1849.2,376
1500,20,66500,0.559,1851.5,376
1500,20,67000,0.559,1853.7,376
1500,20,67500,0.559,1856,376
1500,20,68000,0.559,1858.4,376
1500,20,68500,0.559,1860.7,376
1500,20,69000,0.559,1863,376
1500,20,69500,0.559,1865.4,376
1500,20,70000,0.559,1867.8,376
1500,20,70500,0.559,1870.1,376
1500,20,71000,0.559,1872.5,376
1500,20,71500,0.559,1874.8,376
1500,20,72000,0.559,1877.1,376
1500,20,72500,0.559,1879.4,376
1500,20,73000,0.559,1881.8,376
1500,20,73500,0.559,1884.1,376
1500,20,74000,0.559,1886.5,376
1500,20,74500,0.559,1888.9,376
1500,20,75000,0.559,1891.3,376
1800,-10,55000,0.569,1671.9,362
1800,-10,55500,0.569,1672.8,362
1800,-10,56000,0.569,1673.7,362
1800,-10,56500,0.569,1674.8,362
1800,-10,57000,0.569,1675.9,362
1800,-10,57500,0.569,1677,362
1800,-10,58000,0.569,1678.3,362
1800,-10,58500,0.569,1679.6,362
1800,-10,59000,0.569,1681,362
1800,-10,59500,0.569,1682.5,362
1800,-10,60000,0.569,1684,362
1800,-10,60500,0.569,1685.7,362
1800,-10,61000,0.569,1687.4,362
1800,-10,61500,0.569,1689.2,362
1800,-10,62000,0.569,1691,362
1800,-10,62500,0.569,1692.8,362
1800,-10,63000,0.569,1694.7,362
1800,-10,63500,0.569,1696.7,362
1800,-10,64000,0.569,1698.6,362
1800,-10,64500,0.569,1700.6,362
1800,-10,65000,0.569,1702.6,362
1800,-10,65500,0.569,1704.6,362
1800,-10,66000,0.569,1706.7,362
1800,-10,66500,0.569,1708.8,362
1800,-10,67000,0.569,1710.9,362
1800,-10,67500,0.569,1713.1,362
1800,-10,68000,0.569,1715.2,362
1800,-10,68500,0.569,1717.4,362
1800,-10,69000,0.569,1719.6,362
1800,-10,69500,0.569,1721.9,362
1800,-10,70000,0.569,1724.1,362
1800,-10,70500,0.569,1726.3,362
1800,-10,71000,0.569,1728.5,362
1800,-10,71500,0.569,1730.7,362
1800,-10,72000,0.569,1732.8,362
1800,-10,72500,0.569,1735,362
1800,-10,73000,0.569,1737.2,362
1800,-10,73500,0.569,1739.4,362
1800,-10,74000,0.569,1741.6,362
1800,-10,74500,0.569,1743.9,362
1800,-10,75000,0.569,1746.3,362
1800,0,55000,0.569,1718,369
1800,0,55500,0.569,1719,369
1800,0,56000,0.569,1720,369
1800,0,56500,0.569,1721,369
1800,0,57000,0.569,1722.1,369
1800,0,57500,0.569,1723.3,369
1800,0,58000,0.569,1724.6,369
1800,0,58500,0.569,1726,369
1800,0,59000,0.569,1727.4,369
1800,0,59500,0.569,1728.9,369
1800,0,60000,0.569,1730.5,369
1800,0,60500,0.569,1732.2,369
1800,0,61000,0.569,1734,369
1800,0,61500,0.569,1735.8,369
1800,0,62000,0.569,1737.6,369
1800,0,62500,0.569,1739.5,369
1800,0,63000,0.569,1741.5,369
1800,0,63500,0.569,1743.5,369
1800,0,64000,0.569,1745.5,369
1800,0,64500,0.569,1747.5,369
1800,0,65000,0.569,1749.5,369
1800,0,65500,0.569,1751.6,369
1800,0,66000,0.569,1753.7,369
1800,0,66500,0.569,1755.8,369
1800,0,67000,0.569,1758,369
1800,0,67500,0.569,1760.2,369
1800,0,68000,0.569,1762.5,369
1800,0,68500,0.569,1764.7,369
1800,0,69000,0.569,1767,369
1800,0,69500,0.569,1769.3,369
1800,0,70000,0.569,1771.5,369
1800,0,70500,0.569,1773.8,369
1800,0,71000,0.569,1776,369
1800,0,71500,0.569,1778.3,369
1800,0,72000,0.569,1780.5,369
1800,0,72500,0.569,1782.7,369
1800,0,73000,0.569,1784.9,369
1800,0,73500,0.569,1787.2,369
1800,0,74000,0.569,1789.5,369
1800,0,74500,0.569,1791.8,369
1800,0,75000,0.569,1794.3,369
1800,10,55000,0.569,1763.7,375
1800,10,55500,0.569,1764.7,375
1800,10,56000,0.569,1765.7,375
1800,10,56500,0.569,1766.8,375
1800,10,57000,0.569,1767.9,375
1800,10,57500,0.569,1769.1,375
1800,10,58000,0.569,1770.4,375
1800,10,58500,0.569,1771.8,375
1800,10,59000,0.569,1773.3,375
1800,10,59500,0.569,1774.8,375
1800,10,60000,0.569,1776.5,375
1800,10,60500,0.569,1778.2,375
1800,10,61000,0.569,1780,375
1800,10,61500,0.569,1781.9,375
1800,10,62000,0.569,1783.8,375
1800,10,62500,0.569,1785.7,375
1800,10,63000,0.569,1787.7,375
1800,10,63500,0.569,1789.7,375
1800,10,64000,0.569,1791.8,375
1800,10,64500,0.569,1793.8,375
1800,10,65000,0.569,1795.9,375
1800,10,65500,0.569,1798,375
1800,10,66000,0.569,1800.2,375
1800,10,66500,0.569,1802.4,375
1800,10,67000,0.569,1804.6,375
1800,10,67500,0.569,1806.9,375
1800,10,68000,0.569,1809.2,375
1800,10,68500,0.569,1811.5,375
1800,10,69000,0.569,1813.8,375
1800,10,69500,0.569,1816.1,375
1800,10,70000,0.569,1818.4,375
1800,10,70500,0.569,1820.8,375
1800,10,71000,0.569,1823.1,375
1800,10,71500,0.569,1825.3,375
1800,10,72000,0.569,1827.6,375
1800,10,72500,0.569,1829.9,375
1800,10,73000,0.569,1832.1,375
1800,10,73500,0.569,1834.5,375
1800,10,74000,0.569,1836.8,375
1800,10,74500,0.569,1839.2,375
1800,10,75000,0.569,1841.7,375
1800,15,55000,0.569,1786.4,379
1800,15,55500,0.569,1787.3,379
1800,15,56000,0.569,1788.4,379
1800,15,56500,0.569,1789.5,379
1800,15,57000,0.569,1790.6,379
1800,15,57500,0.569,1791.9,379
1800,15,58000,0.569,1793.2,379
1800,15,58500,0.569,1794.6,379
1800,15,59000,0.569,1796,379
1800,15,59500,0.569,1797.6,379
1800,15,60000,0.569,1799.3,379
1800,15,60500,0.569,1801,379
1800,15,61000,0.569,1802.8,379
1800,15,61500,0.569,1804.7,379
1800,15,62000,0.569,1806.6,379
1800,15,62500,0.569,1808.6,379
1800,15,63000,0.569,1810.6,379
1800,15,63500,0.569,1812.7,379
1800,15,64000,0.569,1814.7,379
1800,15,64500,0.569,1816.8,379
1800,15,65000,0.569,1818.9,379
1800,15,65500,0.569,1821.1,379
1800,15,66000,0.569,1823.3,379
1800,15,66500,0.569,1825.5,379
1800,15,67000,0.569,1827.7,379
1800,15,67500,0.569,1830,379
1800,15,68000,0.569,1832.3,379
1800,15,68500,0.569,1834.7,379
1800,15,69000,0.569,1837,379
1800,15,69500,0.569,1839.4,379
1800,15,70000,0.569,1841.7,379
1800,15,70500,0.569,1844,379
1800,15,71000,0.569,1846.4,379
1800,15,71500,0.569,1848.7,379
1800,15,72000,0.569,1851,379
1800,15,72500,0.569,1853.2,379
1800,15,73000,0.569,1855.6,379
1800,15,73500,0.569,1857.9,379
1800,15,74000,0.569,1860.3,379
1800,15,74500,0.569,1862.7,379
1800,15,75000,0.569,1865.2,379
1800,20,55000,0.569,1808.9,382
1800,20,55500,0.569,1809.9,382
1800,20,56000,0.569,1810.9,382
1800,20,56500,0.569,1812,382
1800,20,57000,0.569,1813.2,382
1800,20,57500,0.569,1814.5,382
1800,20,58000,0.569,1815.8,382
1800,20,58500,0.569,1817.2,382
1800,20,59000,0.569,1818.7,382
1800,20,59500,0.569,1820.3,382
1800,20,60000,0.569,1822,382
1800,20,60500,0.569,1823.7,382
1800,20,61000,0.569,1825.6,382
1800,20,61500,0.569,1827.5,382
1800,20,62000,0.569,1829.4,382
1800,20,62500,0.569,1831.4,382
1800,20,63000,0.569,1833.4,382
1800,20,63500,0.569,1835.5,382
1800,20,64000,0.569,1837.6,382
1800,20,64500,0.569,1839.7,382
1800,20,65000,0.569,1841.8,382
1800,20,65500,0.569,1844,382
1800,20,66000,0.569,1846.2,382
1800,20,66500,0.569,1848.5,382
1800,20,67000,0.569,1850.7,382
1800,20,67500,0.569,1853,382
1800,20,68000,0.569,1855.4,382
1800,20,68500,0.569,1857.7,382
1800,20,69000,0.569,1860.1,382
1800,20,69500,0.569,1862.5,382
1800,20,70000,0.569,1864.8,382
1800,20,70500,0.569,1867.2,382
1800,20,71000,0.569,1869.6,382
1800,20,71500,0.569,1871.9,382
1800,20,72000,0.569,1874.2,382
1800,20,72500,0.569,1876.5,382
1800,20,73000,0.569,1878.8,382
1800,20,73500,0.569,1881.2,382
1800,20,74000,0.569,1883.6,382
1800,20,74500,0.569,1886,382
1800,20,75000,0.569,1888.6,382
2100,-10,55000,0.579,1667.9,367
2100,-10,55500,0.579,1668.8,367
2100,-10,56000,0.579,1669.9,367
2100,-10,56500,0.579,1671,367
2100,-10,57000,0.579,1672.2,367
2100,-10,57500,0.579,1673.5,367
2100,-10,58000,0.579,1674.8,367
2100,-10,58500,0.579,1676.1,367
2100,-10,59000,0.579,1677.6,367
2100,-10,59500,0.579,1679.1,367
2100,-10,60000,0.579,1680.7,367
2100,-10,60500,0.579,1682.4,367
2100,-10,61000,0.579,1684.1,367
2100,-10,61500,0.579,1685.9,367
2100,-10,62000,0.579,1687.7,367
2100,-10,62500,0.579,1689.5,367
2100,-10,63000,0.579,1691.4,367
2100,-10,63500,0.579,1693.3,367
2100,-10,64000,0.579,1695.3,367
2100,-10,64500,0.579,1697.2,367
2100,-10,65000,0.579,1699.2,367
2100,-10,65500,0.579,1701.2,367
2100,-10,66000,0.579,1703.3,367
2100,-10,66500,0.579,1705.4,367
2100,-10,67000,0.579,1707.6,367
2100,-10,67500,0.579,1709.7,367
2100,-10,68000,0.579,1711.9,367
2100,-10,68500,0.579,1714.1,367
2100,-10,69000,0.579,1716.3,367
2100,-10,69500,0.579,1718.5,367
2100,-10,70000,0.579,1720.7,367
2100,-10,70500,0.579,1722.9,367
2100,-10,71000,0.579,1725.1,367
2100,-10,71500,0.579,1727.2,367
2100,-10,72000,0.579,1729.4,367
2100,-10,72500,0.579,1731.6,367
2100,-10,73000,0.579,1733.8,367
2100,-10,73500,0.579,1736.1,367
2100,-10,74000,0.579,1738.4,367
2100,-10,74500,0.579,1740.7,367
2100,-10,75000,0.579,1743.2,367
2100,0,55000,0.579,1714.4,374
2100,0,55500,0.579,1715.4,374
2100,0,56000,0.579,1716.5,374
2100,0,56500,0.579,1717.6,374
2100,0,57000,0.579,1718.8,374
2100,0,57500,0.579,1720.1,374
2100,0,58000,0.579,1721.5,374
2100,0,58500,0.579,1722.9,374
2100,0,59000,0.579,1724.3,374
2100,0,59500,0.579,1725.9,374
2100,0,60000,0.579,1727.5,374
2100,0,60500,0.579,1729.2,374
2100,0,61000,0.579,1731,374
2100,0,61500,0.579,1732.8,374
2100,0,62000,0.579,1734.7,374
2100,0,62500,0.579,1736.6,374
2100,0,63000,0.579,1738.5,374
2100,0,63500,0.579,1740.5,374
2100,0,64000,0.579,1742.4,374
2100,0,64500,0.579,1744.4,374
2100,0,65000,0.579,1746.5,374
2100,0,65500,0.579,1748.6,374
2100,0,66000,0.579,1750.7,374
2100,0,66500,0.579,1752.8,374
2100,0,67000,0.579,1755,374
2100,0,67500,0.579,1757.2,374
2100,0,68000,0.579,1759.4,374
2100,0,68500,0.579,1761.7,374
2100,0,69000,0.579,1763.9,374
2100,0,69500,0.579,1766.2,374
2100,0,70000,0.579,1768.4,374
2100,0,70500,0.579,1770.7,374
2100,0,71000,0.579,1772.9,374
2100,0,71500,0.579,1775.1,374
2100,0,72000,0.579,1777.3,374
2100,0,72500,0.579,1779.6,374
2100,0,73000,0.579,1781.8,374
2100,0,73500,0.579,1784.2,374
2100,0,74000,0.579,1786.5,374
2100,0,74500,0.579,1788.9,374
2100,0,75000,0.579,1791.4,374
2100,10,55000,0.579,1760.4,380
2100,10,55500,0.579,1761.4,380
2100,10,56000,0.579,1762.5,380
2100,10,56500,0.579,1763.7,380
2100,10,57000,0.579,1764.9,380
2100,10,57500,0.579,1766.3,380
2100,10,58000,0.579,1767.6,380
2100,10,58500,0.579,1769.1,380
2100,10,59000,0.579,1770.6,380
2100,10,59500,0.579,1772.2,380
2100,10,60000,0.579,1773.8,380
2100,10,60500,0.579,1775.6,380
2100,10,61000,0.579,1777.4,380
